match_id,time,mins,side,x,y,team_diff,window,state
8447703577,333.0,5.55,radiant,62.3,55.3,907.35,0,adv
8447703577,2236.0,37.266666666666666,radiant,38.8,69.4,1795.0,2,even
8447703577,3267.0,54.45,radiant,34.2,27.0,6955.55,3,adv
8447703577,258.0,4.3,radiant,68.1,32.400000000000006,593.1,0,adv
8447703577,511.0,8.516666666666667,radiant,64.0,82.0,574.8,0,adv
8447703577,651.0,10.85,radiant,112.80000000000001,30.099999999999994,341.45,1,even
8447703577,840.0,14.0,radiant,70.19999999999999,48.099999999999994,484.0,1,even
8447703577,911.0,15.183333333333334,radiant,27.599999999999994,108.80000000000001,315.8,1,even
8447703577,973.0,16.216666666666665,radiant,71.5,76.1,806.3333333333334,1,adv
8447703577,1053.0,17.55,radiant,11.099999999999994,125.69999999999999,776.15,1,adv
8447703577,1154.0,19.233333333333334,radiant,122.30000000000001,2.700000000000003,-1156.8333333333333,1,even
8447703577,1398.0,23.3,radiant,79.6,56.0,-2423.1,1,disadv
8447703577,1520.0,25.333333333333332,radiant,51.8,78.0,-3515.0,2,disadv
8447703577,1687.0,28.116666666666667,radiant,40.8,72.6,-4900.083333333333,2,disadv
8447703577,1762.0,29.366666666666667,radiant,0.20000000000000284,114.0,-3867.7,2,disadv
8447703577,1904.0,31.733333333333334,radiant,70.1,47.7,-817.3333333333334,2,even
8447703577,2089.0,34.81666666666667,radiant,123.69999999999999,51.599999999999994,2012.4166666666667,2,even
8447703577,2332.0,38.86666666666667,radiant,26.299999999999997,81.9,1074.3999999999999,2,even
8447703577,2579.0,42.983333333333334,radiant,21.5,121.9,6393.7,3,adv
8447703577,2586.0,43.1,radiant,27.299999999999997,102.5,6333.2,3,adv
8447703577,2701.0,45.016666666666666,radiant,53.599999999999994,30.099999999999994,4545.033333333334,3,adv
8447703577,2776.0,46.266666666666666,radiant,53.900000000000006,30.0,2662.9333333333334,3,even
8447703577,2951.0,49.18333333333333,radiant,49.3,86.9,4317.816666666667,3,adv
8447703577,3073.0,51.21666666666667,radiant,88.19999999999999,102.69999999999999,6543.75,3,adv
8447703577,3365.0,56.083333333333336,radiant,40.7,73.30000000000001,2987.0,3,adv
8448961923,386.0,6.433333333333334,radiant,62.400000000000006,79.1,1832.8666666666666,0,adv
8448961923,332.0,5.533333333333333,radiant,46.3,85.6,1368.2,0,adv
8448961923,326.0,5.433333333333334,radiant,115.19999999999999,10.900000000000006,1310.6,0,adv
8448961923,589.0,9.816666666666666,radiant,72.19999999999999,44.5,3062.0333333333333,0,adv
8448961923,684.0,11.4,radiant,52.2,103.80000000000001,4307.4,1,adv
8448961923,793.0,13.216666666666667,radiant,96.1,20.400000000000006,4850.183333333333,1,adv
8448961923,995.0,16.583333333333332,radiant,73.1,79.6,3885.3333333333335,1,adv
8448961923,1106.0,18.433333333333334,radiant,51.5,96.30000000000001,3754.366666666667,1,adv
8448961923,1175.0,19.583333333333332,radiant,0.7999999999999972,113.9,4018.0833333333335,1,adv
8448961923,1349.0,22.483333333333334,radiant,109.30000000000001,75.69999999999999,7734.95,1,adv
8448961923,1504.0,25.066666666666666,radiant,51.5,77.9,7481.133333333333,2,adv
8448961923,1673.0,27.883333333333333,radiant,70.30000000000001,48.099999999999994,6028.25,2,adv
8448961923,1783.0,29.716666666666665,radiant,18.400000000000006,127.9,9937.75,2,adv
8448961923,1925.0,32.083333333333336,radiant,99.9,70.19999999999999,10578.916666666666,2,adv
8448961923,2004.0,33.4,radiant,125.69999999999999,69.5,13973.4,2,adv
8456356386,492.0,8.2,radiant,63.3,49.3,-1459.2,0,disadv
8456356386,353.0,5.883333333333334,radiant,43.599999999999994,72.4,-1160.3833333333334,0,disadv
8456356386,2353.0,39.21666666666667,radiant,63.900000000000006,36.5,-10163.583333333334,2,disadv
8456356386,316.0,5.266666666666667,radiant,115.30000000000001,10.5,-1030.2666666666667,0,disadv
8456356386,505.0,8.416666666666666,radiant,88.4,32.2,-1543.9166666666667,0,disadv
8456356386,787.0,13.116666666666667,radiant,53.900000000000006,30.299999999999997,-2227.4333333333334,1,disadv
8456356386,890.0,14.833333333333334,radiant,29.700000000000003,55.900000000000006,-4031.6666666666665,1,disadv
8456356386,952.0,15.866666666666667,radiant,43.7,78.80000000000001,-4024.133333333333,1,disadv
8456356386,1078.0,17.966666666666665,radiant,48.7,87.30000000000001,-6652.433333333333,1,disadv
8456356386,1217.0,20.283333333333335,radiant,105.9,6.599999999999994,-2647.4666666666667,1,disadv
8456356386,1389.0,23.15,radiant,32.5,119.6,-3378.5,1,disadv
8456356386,1454.0,24.233333333333334,radiant,57.099999999999994,58.5,-3691.3333333333335,1,disadv
8456356386,1635.0,27.25,radiant,29.900000000000006,56.0,-6297.75,2,disadv
8456356386,1725.0,28.75,radiant,129.2,15.700000000000003,-4991.25,2,disadv
8456356386,1894.0,31.566666666666666,radiant,61.7,68.80000000000001,-7638.433333333333,2,disadv
8456356386,2045.0,34.083333333333336,radiant,2.4000000000000057,113.9,-8893.416666666666,2,disadv
8456356386,2273.0,37.88333333333333,radiant,46.8,66.1,-9457.7,2,disadv
8456356386,2436.0,40.6,radiant,87.4,88.0,-9748.6,3,even
8456356386,2606.0,43.43333333333333,radiant,72.19999999999999,92.30000000000001,-3569.9666666666667,3,even
8456356386,2758.0,45.96666666666667,radiant,59.8,67.5,64.40000000000003,3,even
8456356386,2826.0,47.1,radiant,48.599999999999994,87.5,1312.3,3,even
8456356386,2992.0,49.86666666666667,radiant,100.19999999999999,69.6,9520.8,3,adv
