match,x,y,time_s,lifetime_s,ward_type,side
8517437251,53.8,30.099999999999994,-8.0,360.0,obs,dire
8517437251,28.799999999999997,93.19999999999999,51.0,44.0,sen,dire
8517437251,104.1,35.0,182.0,241.0,sen,dire
8517437251,66.5,52.5,-24.0,360.0,obs,dire
8517437251,60.099999999999994,62.900000000000006,201.0,262.0,sen,dire
